name,fhispanic,fwhite,fblack,fapi,faian,mhispanic,mwhite,mblack,mapi,maian
Millard,0,0,0,0,0,20,137,35,20,0
Millicent,72,318,197,88,0,0,0,0,0,0
Millie,131,897,370,346,0,2,15,6,6,0
Milo,34,130,27,19,27,299,1158,244,173,244
Milos,0,0,0,0,0,0,74,0,0,0
Milton,23,47,25,14,0,847,1750,923,508,0
Mimi,60,346,60,279,0,0,0,0,0,0
Min,0,24,0,205,0,0,32,0,273,0
Mina,199,889,263,562,0,50,224,66,142,0
Mindi,0,251,0,0,0,0,0,0,0,0
Mindy,328,2334,109,627,109,9,64,3,17,3
Minerva,430,248,124,227,0,0,0,0,0,0
Ming,15,21,0,161,0,22,31,0,236,0
Minh,21,29,0,259,0,58,82,0,726,0
Minnie,41,265,275,83,0,0,0,0,0,0
Mira,107,680,152,322,0,2,14,3,7,0
Miranda,967,4191,1102,1059,0,37,159,42,40,0
Mireille,25,113,74,25,0,0,0,0,0,0
Mirela,0,67,0,0,0,0,0,0,0,0
Mireya,613,256,90,90,0,0,0,0,0,0
Miriam,2938,4297,1021,890,204,160,234,56,49,11
Mirna,426,192,0,48,0,20,9,0,2,0
Misael,24,7,0,6,0,583,166,0,135,0
Misti,0,338,42,42,59,0,0,0,0,0
Misty,308,3029,413,138,195,15,147,20,7,9
Mitch,0,0,0,0,0,40,345,0,56,0
Mitchel,7,40,8,7,0,111,671,136,111,0
Mitchell,106,819,145,111,41,1285,9972,1771,1347,498
Mitra,28,106,28,56,20,3,12,3,6,2
Mitzi,107,441,84,100,0,0,0,0,0,0
Modesto,0,0,0,0,0,186,0,0,81,0
Mohamad,0,0,0,0,0,57,506,57,229,0
Mohamed,0,0,0,0,0,295,1640,724,1098,324
Mohammad,4,38,5,39,6,213,2092,276,2149,349
Mohammed,0,0,0,0,0,238,1482,519,1805,412
Mohan,0,0,0,0,0,23,72,0,150,23
Mohsen,0,0,0,0,0,0,115,0,46,0
Moira,112,677,65,92,0,0,0,0,0,0
Moises,80,25,0,18,6,2041,630,0,472,157
Mollie,173,1365,245,0,0,3,27,5,0,0
Molly,1088,10709,843,1577,0,49,486,38,72,0
Mona,274,1145,333,484,0,0,0,0,0,0
Monica,6599,12514,4051,2669,601,420,797,258,170,38
Monika,163,1151,146,365,73,0,0,0,0,0
Monique,1175,3233,1998,786,0,71,196,121,48,0
Monroe,0,339,258,0,0,0,216,165,0,0
Monte,11,79,14,5,0,126,917,166,63,0
Montgomery,0,129,0,23,0,0,331,0,58,0
Monty,5,27,0,4,3,98,529,0,76,62
Moon,18,32,0,105,0,11,20,0,66,0
Mordechai,0,0,0,0,0,0,362,0,0,0
Morgan,800,9107,1222,1847,462,291,3319,445,673,168
Morris,5,42,18,7,3,120,1037,434,170,69
Morton,0,0,0,0,0,13,99,18,18,0
Moses,9,16,15,8,0,496,892,837,477,0
Moshe,0,35,0,6,0,0,1063,0,170,0
Mostafa,0,0,0,0,0,26,123,0,74,0
Mu,0,0,0,15,0,0,0,0,12,0
Muhammad,0,0,0,0,0,0,1201,380,1502,134
Murat,0,0,0,0,0,0,100,17,0,0
Muriel,78,382,192,61,0,0,0,0,0,0
Murray,0,114,18,0,0,0,474,74,0,0
Mustafa,0,0,0,0,0,0,564,176,273,0
My,0,51,26,221,0,0,21,10,90,0
Myles,17,149,38,30,0,225,1965,504,390,0
Myra,531,1820,645,543,116,12,42,15,12,3
Myriam,210,210,98,76,0,0,0,0,0,0
Myrna,292,532,142,282,0,0,0,0,0,0
Myron,2,37,14,6,2,80,1194,459,212,80
Myrtle,0,88,75,19,13,0,0,0,0,0
Nabil,12,63,7,22,0,70,367,41,128,0
Nada,44,301,0,44,0,0,0,0,0,0
Nadeem,0,0,0,0,0,0,88,24,112,0
Nader,0,0,0,0,0,0,309,0,111,0
Nadezhda,0,104,0,0,0,0,0,0,0,0
Nadia,948,2321,815,988,198,30,74,26,32,6
Nadine,248,1716,635,408,94,0,0,0,0,0
Nai,0,0,0,76,0,0,0,0,31,0
Nalini,0,61,23,66,0,0,0,0,0,0
Nam,0,0,0,0,0,0,33,0,366,0
Nan,13,116,13,77,13,0,0,0,0,0
Nanci,99,340,35,0,0,0,0,0,0,0
Nancie,12,67,12,12,12,0,0,0,0,0
Nancy,4547,23163,2212,3548,806,370,1883,180,288,65
Nanette,67,398,72,108,0,0,0,0,0,0
Nang,0,0,0,0,0,0,0,0,29,0
Nannette,23,114,27,0,13,0,0,0,0,0
Naomi,1861,5967,1937,1962,439,53,170,55,56,12
Napoleon,0,0,0,0,0,108,88,124,88,0
Narciso,0,0,0,0,0,104,60,0,65,0
Naresh,0,0,0,0,0,0,25,8,54,8
Nasser,0,0,0,0,0,0,179,0,97,0
Natalia,1942,3516,614,614,275,44,80,14,14,6
Natalie,4264,19766,4360,2288,1174,180,835,184,97,50
Nataliya,27,221,0,0,0,0,0,0,0,0
Natalya,82,771,0,116,0,0,0,0,0,0
Natasha,951,3930,2291,851,246,47,195,113,42,12
Nate,0,69,0,0,0,0,316,0,0,0
Nathalie,331,986,396,280,0,6,19,8,5,0
Nathan,154,1598,246,240,81,3218,33444,5148,5026,1703
Nathanael,5,28,6,6,0,190,1075,233,233,0
Nathaniel,66,479,265,78,29,1391,10155,5616,1646,622
Natividad,137,59,0,102,0,106,46,0,79,0
Naveen,32,71,0,117,0,61,137,0,227,0
Navin,0,0,0,0,0,0,59,27,133,27
Neal,3,57,5,10,3,136,2442,235,419,136
Ned,0,0,0,0,0,67,306,79,52,0
Nedra,0,108,48,0,0,0,0,0,0,0
Neelam,0,50,0,81,16,0,0,0,0,0
Neena,34,136,0,140,0,0,0,0,0,0
Neeraj,0,0,0,0,0,0,41,0,89,0
Neeta,4,10,0,18,4,0,0,0,0,0
Neha,0,207,62,358,0,0,0,0,0,0
Neil,29,267,28,46,10,621,5634,583,965,213
Nelda,56,143,39,25,0,0,0,0,0,0
Nelia,51,69,0,85,0,0,0,0,0,0
Nell,0,255,71,0,0,0,0,0,0,0
Nella,0,131,0,0,0,0,0,0,0,0
Nellie,441,760,376,266,77,0,0,0,0,0
Nelly,546,414,99,242,0,62,47,11,28,0
Nelson,166,184,52,92,20,2454,2725,774,1358,304
Nestor,0,0,0,0,0,821,339,85,501,0
Nettie,0,133,122,0,0,0,0,0,0,0
Neva,47,330,0,0,47,0,0,0,0,0
Neville,0,0,0,0,0,27,142,97,27,0
Nevin,0,52,0,21,9,0,333,0,134,60
Newton,0,0,0,0,0,42,158,52,73,0
Nga,0,0,0,128,0,0,0,0,0,0
Ngan,0,14,0,79,0,0,0,0,0,0
Nghia,0,0,0,0,0,0,19,0,106,0
Ngoc,0,30,0,205,0,0,8,0,52,0
Nguyen,9,9,0,64,0,19,19,0,129,0
Nguyet,0,0,0,37,0,0,0,0,0,0
Nhan,0,0,0,17,0,0,0,0,138,0
Nhu,0,0,0,86,0,0,0,0,0,0
Niall,0,0,0,0,0,0,223,0,0,0
Nichol,0,154,49,28,0,0,0,0,0,0
Nicholas,473,2903,340,299,44,8941,54851,6428,5643,823
Nicholaus,0,0,0,0,0,0,181,0,0,0
Nichole,473,3394,1117,253,0,25,178,59,13,0
Nick,0,0,0,0,0,546,1913,125,531,89
Nicki,38,287,38,38,0,6,46,6,6,0
Nickie,0,143,27,0,0,0,49,9,0,0
Nickolas,9,53,5,0,5,293,1691,169,0,169
Nicky,40,155,28,63,0,48,184,34,75,0
Nicola,64,574,188,64,45,52,460,151,52,37
Nicolae,0,0,0,0,0,18,74,0,13,0
Nicolas,156,169,27,38,0,3748,4064,652,923,0
Nicole,5917,36193,8469,4142,1172,304,1862,436,213,60
Nicoletta,0,145,0,0,0,0,0,0,0,0
Nicolette,225,1036,159,112,0,4,21,3,2,0
Nicolle,0,359,83,59,0,0,0,0,0,0
Niels,0,0,0,0,0,0,134,0,0,0
Nigel,0,49,21,13,0,0,882,384,243,0
Nikhil,0,0,0,0,0,0,257,0,403,0
Niki,0,374,52,139,0,0,56,8,21,0
Nikki,484,2117,585,569,190,81,355,98,95,32
Nikola,0,95,0,0,0,0,255,0,0,0
Nikolai,0,0,0,0,0,0,549,0,0,0
Nikolaos,0,0,0,0,0,0,275,0,0,39
Nikolas,4,24,5,4,0,149,929,210,149,0
Nikolaus,0,0,0,0,0,0,190,0,0,0
Nikolay,0,0,0,0,0,0,206,0,0,0
Nikole,0,387,67,0,0,0,0,0,0,0
Nila,49,245,0,155,0,0,0,0,0,0
Nilda,144,50,0,67,0,0,0,0,0,0
Niles,0,0,0,0,0,45,261,0,0,0
Nilesh,0,0,0,0,0,0,27,0,55,8
Nils,0,0,0,0,0,32,242,0,0,0
Nina,1074,5252,1252,1593,304,42,206,49,62,12
Ning,0,6,0,31,0,0,0,0,0,0
Nirmal,0,0,0,0,0,6,19,0,29,0
Nirmala,0,5,3,12,0,0,0,0,0,0
Nisha,0,172,65,276,46,0,0,0,0,0
Nita,26,222,0,148,26,0,0,0,0,0
Nitin,0,0,0,0,0,23,84,0,173,32
Noah,125,974,153,187,62,1363,10627,1670,2045,682
Noe,215,58,0,39,0,1440,389,0,260,0
Noel,968,1734,452,810,92,1643,2942,767,1374,157
Noelia,378,227,0,0,0,0,0,0,0,0
Noelle,259,2416,410,366,183,14,128,22,19,10
Noemi,1043,502,218,533,0,60,29,12,31,0
Nola,87,738,213,0,0,0,0,0,0,0
Nolan,31,234,58,79,0,473,3586,885,1206,0
Nona,29,229,81,50,0,0,0,0,0,0
Nora,3178,5875,1390,1898,0,84,156,37,50,0
Norbert,0,0,0,0,0,53,305,53,53,27
Norberto,0,0,0,0,0,388,130,0,148,0
Noreen,70,578,78,148,35,0,0,0,0,0
Norine,0,43,0,13,0,0,0,0,0,0
Norma,2270,2909,957,728,202,216,276,91,69,19
Norman,27,212,51,47,9,512,4054,975,899,181
Normand,0,0,0,0,0,0,57,0,9,0
Norris,0,13,9,4,0,0,230,167,68,0
Nubia,252,63,0,0,0,0,0,0,0,0
Nunzio,0,0,0,0,0,0,56,0,0,0
Nydia,194,127,0,60,0,0,0,0,0,0
Oanh,0,17,12,77,0,0,0,0,0,0
Obdulia,24,0,0,0,0,0,0,0,0,0
Octavia,205,291,556,0,0,13,19,36,0,0
Octaviano,0,0,0,0,0,56,0,0,0,0
Octavio,26,9,2,2,0,1033,358,90,90,0
Odell,0,8,10,0,0,0,119,157,0,0
Odessa,49,178,237,49,0,4,14,19,4,0
Odette,99,187,108,62,0,0,0,0,0,0
Ofelia,555,208,0,273,0,0,0,0,0,0
Oksana,29,278,0,41,0,0,0,0,0,0
Ola,0,99,99,40,0,0,0,0,0,0
Ole,0,0,0,0,0,0,89,0,0,0
Oleg,0,0,0,0,0,0,244,0,29,0
Olena,0,85,0,0,0,0,0,0,0,0
Olga,1445,1605,295,264,0,95,105,19,17,0
Olin,0,0,0,0,0,0,265,67,0,0
Olive,138,690,458,195,0,7,33,22,9,0
Oliver,87,257,121,104,0,2118,6221,2932,2521,0
Olivia,9079,10277,3848,4156,994,326,369,138,149,36
Olivier,6,22,8,4,0,58,224,82,41,0
Ollie,0,165,194,63,0,0,224,263,85,0
Omar,280,163,96,84,0,4935,2874,1684,1473,0
Omer,6,19,5,8,0,82,271,67,115,0
Omid,0,0,0,0,0,45,124,0,63,26
Opal,74,510,235,0,0,0,0,0,0,0
Ora,0,151,148,0,0,0,54,53,0,0
Oralia,197,50,0,0,0,0,0,0,0,0
Oren,0,46,11,0,0,0,425,99,0,0
Orlando,136,59,51,48,13,2281,990,854,809,224
Orrin,0,0,0,0,0,0,179,0,0,0
Orville,0,0,0,0,0,36,255,89,51,36
Oscar,552,253,130,134,42,9250,4245,2175,2244,709
Osvaldo,30,14,0,5,0,956,436,0,154,0
Oswaldo,0,0,0,0,0,438,118,0,0,0
Otis,0,0,0,0,0,88,720,692,88,0
Otto,0,0,0,0,0,613,897,179,311,0
Owen,39,359,104,72,0,773,7071,2045,1411,0
Pablo,139,42,7,37,0,3490,1054,181,921,0
Padma,0,19,0,33,0,0,0,0,0,0
Page,0,323,45,45,0,0,118,16,16,0
Paige,512,6893,724,809,0,28,383,40,45,0
Pam,19,126,21,21,0,0,0,0,0,0
Pamala,16,113,32,23,0,0,0,0,0,0
Pamela,1657,14454,3281,1580,441,97,850,193,93,26
Pamella,16,84,31,0,0,0,0,0,0,0
Panagiotis,0,0,0,0,0,0,173,28,0,0
Paola,942,1087,0,0,0,76,88,0,0,0
Paolo,0,0,0,0,0,150,401,0,130,0
Parag,0,0,0,0,0,7,22,0,37,7
Paresh,0,0,0,0,0,0,7,0,14,0
Paris,0,991,463,0,175,0,416,194,0,73
Parker,0,1280,289,167,167,0,2646,597,344,344
Parminder,0,8,0,18,3,0,11,0,23,4
Parul,0,6,0,16,3,0,0,0,0,0
Pascal,3,20,8,6,3,33,204,81,57,33
Pascual,0,0,0,0,0,264,65,37,75,0
Pasquale,0,0,0,0,0,58,413,0,33,0
Pat,17,89,16,22,0,44,231,41,57,0
Patience,0,435,389,0,0,0,30,27,0,0
Patrica,30,110,30,21,0,0,0,0,0,0
Patrice,203,1620,635,83,0,41,326,128,17,0
Patricia,7217,30828,6430,2882,1199,563,2405,502,225,93
Patricio,0,0,0,0,0,331,137,0,137,0
Patrick,284,2510,404,389,74,4962,43829,7052,6793,1294
Patsy,123,877,213,116,71,18,127,31,17,10
Patti,43,497,37,71,21,0,0,0,0,0
Pattie,0,56,21,10,0,0,0,0,0,0
Patty,55,501,71,151,32,0,0,0,0,0
Paul,470,3104,388,563,106,8012,52884,6603,9594,1813
Paula,1551,8191,1504,762,381,153,806,148,75,38
Paulette,155,1130,510,185,117,0,0,0,0,0
Paulina,564,660,224,429,0,10,11,4,7,0
Pauline,379,1707,665,541,0,0,0,0,0,0
Paulino,0,0,0,0,0,132,74,0,68,0
Paulo,0,0,0,0,0,334,436,55,135,0
Pavel,0,0,0,0,0,65,426,0,38,0
Pawel,0,0,0,0,0,36,189,0,0,0
Pearl,380,1161,574,454,0,0,0,0,0,0
Peder,0,0,0,0,0,0,56,0,0,0
Pedro,444,129,53,68,19,7383,2153,879,1135,321
Peggie,0,29,20,9,0,0,0,0,0,0
Peggy,307,2566,438,336,137,0,0,0,0,0
Penelope,398,4410,563,690,282,10,107,14,17,7
Peng,0,0,0,0,0,14,0,0,103,0
Penni,10,68,0,0,0,0,0,0,0,0
Pennie,28,129,34,0,20,0,0,0,0,0
Penny,209,2627,409,331,121,0,0,0,0,0
Per,0,0,0,0,0,0,63,0,0,0
Percy,25,26,34,21,0,195,202,271,165,0
Perla,901,509,0,544,0,36,20,0,22,0
Perry,122,990,279,178,0,289,2347,662,421,0
Petar,0,0,0,0,0,0,108,0,0,0
Pete,0,0,0,0,0,490,839,64,203,0
Peter,256,1762,197,413,58,4992,34318,3833,8049,1130
Petr,0,0,0,0,0,0,76,10,0,10
Petra,494,679,176,94,0,17,23,6,3,0
Peyton,0,1565,291,291,0,0,1202,223,223,0
Phan,0,0,0,12,0,0,0,0,19,0
Phat,0,0,0,0,0,0,0,0,69,0
Phi,8,5,0,28,0,28,20,0,105,0
Phil,0,0,0,0,0,96,381,61,136,0
Philip,111,848,98,177,23,2081,15939,1845,3328,431
Philippe,0,0,0,0,0,36,351,62,95,0
Phillip,151,830,175,152,39,2661,14599,3073,2676,687
Phoebe,168,1414,336,605,0,2,19,4,8,0
Phong,0,3,0,23,0,0,39,0,293,0
Phu,0,0,0,0,0,0,0,0,111,0
Phuc,0,4,0,21,0,0,20,0,114,0
Phung,11,11,0,71,0,4,4,0,26,0
Phuoc,0,0,0,0,0,0,14,0,60,0
Phuong,0,58,0,381,0,0,27,0,180,0
Phyllis,216,1706,522,229,88,0,0,0,0,0
Pia,82,251,95,125,0,0,0,0,0,0
Pierre,21,83,57,26,7,307,1181,818,376,97
Pieter,0,0,0,0,0,0,141,0,0,0
